id,label
0,1515
1,1530
2,1549
3,1518
4,1527
5,1529
6,1534
7,1522
8,1520
9,1528
10,1525
11,1531
12,1533
13,1544
14,1559
15,1573
16,1548
17,1557
18,1565
19,1560
20,1569
21,1545
22,1547
23,1577
24,1562
25,1551
26,1550
27,1561
28,1570
29,1563
30,1566
31,1590
32,1567
33,1568
34,1587
35,1558
36,1585
37,1595
38,1571
39,1582
40,1574
41,1575
42,1576
43,1578
44,1581
45,1584
46,1591
47,1592
48,1588
49,1589
50,1605
51,1606
52,1599
53,1633
54,1594
55,1602
56,1603
57,1610
58,1615
59,1618
60,1623
61,1593
62,1631
63,1604
64,1600
65,1611
66,1598
67,1617
68,1596
69,1607
70,1630
71,1655
72,1612
73,1622
74,1638
75,1597
76,1608
77,1634
78,1629
79,1609
80,1637
81,1613
82,1632
83,1639
84,1616
85,1619
86,1621
87,1626
88,1656
89,1652
90,1624
91,1657
92,1601
93,1614
94,1625
95,1635
96,1620
97,1628
98,1636
99,1653
100,1648
101,1649
102,1641
103,1646
104,1640
105,1651
106,1661
107,1660
108,1627
109,1659
110,1658
111,1650
112,1654
113,1642
114,1643
115,1647
116,1512
117,1645
