id,label
0,5005.01
1,5016.01
2,5021.02
3,5047.01
4,5147.01
5,5147.02
6,5148.06
7,5148.07
8,5060.02
9,5148.01
10,5148.03
11,5147.03
12,5063.02
13,5147.05
14,5148.05
15,5148.04
16,5147.04
17,5147.06
18,5148.02
19,5072.01
20,5072.02
21,5148.08
22,5149.01
23,5104.01
24,5125.01
25,5114.03
26,5114.04
27,5149.04
28,5149.03
29,5149.02
30,5149.05
31,5118.01
32,5118.02
33,5149.06
34,5118.03
35,5118.04
36,5135.01
37,5135.02
38,5138.01
39,5118.05
40,5118.06
41,5158.01
42,5158.02
43,5149.07
44,5118.09
45,5118.10
46,5172.01
47,5172.02
48,5135.04
49,5138.03
50,5134.01
51,5135.03
52,5138.02
53,5176.03
54,5176.02
55,5176.04
56,5145.01
57,5145.02
58,5153.04
59,5153.05
60,5155.01
61,5155.02
62,5155.03
63,5155.04
64,5155.05
65,5155.06
66,5156.01
67,5156.02
68,5170.02
69,5182.06
70,60
71,61
72,135
73,206
74,346
75,411
76,593
77,594
78,763
79,803
80,804
81,863
82,864
83,899
84,901
85,906
86,908
87,951
88,963
89,786
90,1002
91,903
92,904
93,1003
94,995
95,905
96,1004
97,996
98,1032
99,1048
100,249
101,278
102,407
103,446
104,419
105,472
106,359
107,490
108,391
109,428
110,426
111,325
112,326
113,603
114,734
115,823
116,817
117,815
118,833
119,883
120,918
121,1078
122,1079
123,1080
124,1081
125,1082
126,1083
127,1084
128,1085
129,1110
130,1114
131,914
132,917
133,1148
134,978
135,979
136,1015
137,1013
138,1016
139,1178
