deep_id,author_id,uncertain
5135.02,158,false
5135.03,158,false
5135.04,158,false
5136,158,false
5137,158,false
5138,158,false
5138.01,158,false
5138.02,158,false
5138.03,158,false
5139,158,false
5139.01,158,false
5139.02,158,false
5139.03,158,false
5140,158,false
5140.04,158,false
5141,211,false
5141.01,211,false
5141.02,211,false
5142,211,false
5143,89,false
5143,90,false
5143.01,90,false
5143.02,90,false
5143.02,119,false
5143.03,90,false
5143.03,119,false
5143.04,90,false
5143.04,119,false
5143.05,90,false
5143.05,89,true
5143.06,90,false
5143.06,89,true
5143.07,89,false
5143.07,90,false
5143.07,119,false
5143.08,89,false
5143.08,90,false
5143.09,90,false
5143.09,119,false
5143.10,90,false
5143.11,90,false
5143.12,126,true
5143.13,90,false
5143.13,119,false
5143.14,90,false
5143.15,90,false
5143.16,81,false
5143.16,90,true
5143.17,90,false
5143.17,93,false
5143.18,90,false
5143.18,119,false
5143.19,90,false
5143.20,90,false
5143.20,119,false
5143.21,90,false
5143.21,119,false
5143.22,90,false
5143.23,104,false
5143.23,90,false
5143.23,119,false
5143.24,90,false
5143.25,89,false
5143.25,90,false
5143.25,119,false
5143.26,104,false
5143.26,119,false
5143.26,90,false
5143.27,104,false
5143.27,90,false
5143.27,119,false
5143.28,90,false
5143.29,90,false
5143.30,81,false
5143.30,93,false
5143.31,90,false
5143.32,90,false
5143.32,126,false
5143.32,119,false
5143.32,82,true
5143.33,89,false
5143.33,90,false
5143.34,89,false
5143.35,90,false
5143.35,104,false
5144,256,false
5144.01,256,false
5144.02,0,false
5144.03,0,false
5144.04,257,false
5145,190,false
5145.01,190,false
5145.01,129,false
5145.02,190,false
5146,166,false
5146.01,166,false
5146.02,166,false
5146.03,166,false
5146.04,166,false
5146.05,166,false
5147,65,false
5147.01,65,false
5147.02,65,false
5147.03,65,false
5147.04,65,false
5147.05,65,false
5147.06,65,false
5148,73,false
5148.01,73,false
5148.02,73,false
5148.03,73,false
5148.04,73,false
5148.05,73,false
5148.06,73,false
5148.07,73,false
5148.08,96,false
5148.08,108,false
5148.08,73,false
5149,126,false
5149.01,126,false
5149.02,126,false
5149.03,126,false
5149.04,126,false
5149.05,126,false
5149.06,126,false
5149.07,126,false
5150,89,false
5150,90,false
5150.01,89,false
5151,89,false
5151,90,false
5152,89,false
5152,90,false
5153,138,false
5153.01,138,false
5153.02,138,false
5153.03,138,false
5153.04,138,false
5153.05,138,false
5154,138,false
5155,129,false
5155.01,129,false
5155.02,129,false
5155.03,129,false
5155.04,129,false
5155.05,129,false
5155.06,129,false
5156,129,false
5156.01,129,false
5156.02,129,false
5157,258,false
5157.01,258,false
5157.02,258,false
5158,121,false
5158.01,121,false
5158.02,121,false
5159,259,false
5159.01,259,false
5159.01,200,false
5160,259,false
5161,128,false
5161.01,128,false
5161.02,128,false
5162,128,false
5162.01,128,false
5162.02,128,false
5163,260,false
5163.01,260,false
5163.02,261,true
5163.03,260,false
5163.04,260,false
5164,260,false
5164.01,260,false
5164.02,260,false
5165,119,false
5165.01,119,false
5165.02,119,false
5165.03,90,false
5165.03,119,false
5166,262,false
5166.01,262,false
5167,262,false
5168,262,false
5169,133,false
5169.01,133,false
5169.02,133,false
5169.03,133,false
5170,128,false
5170.01,128,false
5170.02,128,false
5171,81,false
5171.01,81,false
5171.02,81,false
5172,129,false
5172.01,129,false
5172.02,129,false
5173,216,false
5173.01,216,false
5173.02,216,false
5173.03,216,false
5174,216,false
5175,216,false
5176,164,false
5176.01,164,false
5176.02,164,false
5176.03,164,false
5176.04,164,false
5177,164,false
5178,164,false
5178.01,164,false
5179,129,false
5179.01,129,false
5179.02,129,false
5180,129,false
5181,129,false
5182,138,false
5182.01,138,false
5182.02,138,false
5182.03,138,false
5182.04,138,false
5182.05,138,false
5182.06,138,false
5183,158,false
